ParentCustomer,ChildCustomer
2815.0,7850.0
2815.0,7850.0
2815.0,4799.0
2815.0,4799.0
2815.0,22734.0
2815.0,22734.0
2815.0,22734.0
2815.0,7890.0
2815.0,17200.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,4722.0
2815.0,4722.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,1138.0
2815.0,7883.0
2815.0,7883.0
2815.0,7883.0
2815.0,7883.0
2815.0,4924.0
2815.0,4924.0
2815.0,4924.0
2815.0,4924.0
2815.0,4898.0
2815.0,4898.0
2815.0,4759.0
2815.0,4759.0
2815.0,4759.0
2815.0,4759.0
2815.0,4759.0
2815.0,4759.0
2815.0,19933.0
2815.0,19933.0
2815.0,30795.0
2815.0,30795.0
2815.0,30795.0
2815.0,30795.0
2815.0,30795.0
2815.0,30795.0
2815.0,19933.0
2815.0,4729.0
2815.0,7901.0
2815.0,7852.0
2815.0,7852.0
2815.0,7786.0
2815.0,4776.0
2815.0,4776.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,18337.0
2815.0,7908.0
2815.0,7908.0
2815.0,7908.0
2815.0,7908.0
2815.0,7908.0
2815.0,7908.0
2815.0,7908.0
2815.0,7908.0
2815.0,7908.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,5054.0
2815.0,24735.0
2815.0,24735.0
2815.0,24735.0
2815.0,24735.0
2815.0,24735.0
2815.0,24735.0
2815.0,24735.0
2815.0,24735.0
2815.0,24735.0
2815.0,23787.0
2815.0,23787.0
2815.0,23787.0
2815.0,23787.0
2815.0,23787.0
2815.0,23787.0
2815.0,23787.0
2815.0,23787.0
2815.0,23787.0
2815.0,23787.0
2815.0,23787.0
2815.0,23787.0
2815.0,23787.0
2815.0,23787.0
2815.0,23787.0
2815.0,23787.0
2815.0,23787.0
2815.0,23787.0
2815.0,23787.0
2815.0,23787.0
2815.0,23787.0
2815.0,17200.0
2815.0,17200.0
2815.0,17200.0
2815.0,17200.0
2815.0,17200.0
2815.0,17200.0
2815.0,17200.0
2815.0,17200.0
2815.0,17200.0
2815.0,17200.0
2815.0,17200.0
2815.0,17200.0
2815.0,36125.0
2815.0,36125.0
2815.0,7901.0
2815.0,7901.0
2815.0,7901.0
2815.0,7901.0
2815.0,4873.0
2815.0,4873.0
2815.0,7908.0
2815.0,7890.0
2815.0,7833.0
2815.0,7833.0
2815.0,7833.0
2815.0,7833.0
2815.0,4855.0
2815.0,4855.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,20550.0
2815.0,4935.0
2815.0,4935.0
2815.0,4935.0
2815.0,4935.0
2815.0,4935.0
2815.0,4935.0
2815.0,4935.0
2815.0,5570.0
2815.0,5570.0
2815.0,5570.0
2815.0,5570.0
2815.0,5570.0
2815.0,5570.0
2815.0,5570.0
2815.0,5570.0
2815.0,5570.0
2815.0,5570.0
2815.0,5570.0
2815.0,5570.0
2815.0,5053.0
2815.0,5053.0
2815.0,7917.0
2815.0,7917.0
2815.0,7917.0
2815.0,7917.0
2815.0,7917.0
2815.0,7842.0
2815.0,7842.0
2815.0,7842.0
2815.0,7842.0
2815.0,7842.0
2815.0,7842.0
2815.0,7842.0
2815.0,5058.0
2815.0,5058.0
2815.0,5058.0
2815.0,5058.0
2815.0,4867.0
2815.0,4867.0
2815.0,4867.0
2815.0,4867.0
2815.0,4867.0
2815.0,4867.0
2815.0,4867.0
2815.0,4867.0
2815.0,4867.0
2815.0,4729.0
2815.0,4729.0
2815.0,4729.0
2815.0,4729.0
2815.0,4729.0
2815.0,4435.0
2815.0,4435.0
2815.0,4435.0
2815.0,4435.0
2815.0,4435.0
2815.0,4435.0
2815.0,4665.0
2815.0,4665.0
2815.0,7908.0
2815.0,7908.0
2815.0,7908.0
2815.0,7908.0
2815.0,7908.0
2815.0,7908.0
2815.0,7908.0
2815.0,18337.0
2815.0,7908.0
2815.0,5054.0
2815.0,7844.0
2815.0,7844.0
2815.0,7844.0
2815.0,7844.0
2815.0,7844.0
2815.0,7844.0
2815.0,7844.0
2815.0,5010.0
2815.0,5010.0
2815.0,5010.0
2815.0,5010.0
2815.0,5010.0
2815.0,5010.0
2815.0,5010.0
2815.0,4941.0
2815.0,4941.0
2815.0,4941.0
2815.0,4941.0
2815.0,4941.0
2815.0,4941.0
2815.0,4941.0
2815.0,27324.0
2815.0,27324.0
2815.0,27324.0
2815.0,27324.0
2815.0,27324.0
2815.0,27324.0
2815.0,27324.0
2815.0,23787.0
2815.0,4844.0
2815.0,4844.0
2815.0,4844.0
2815.0,4844.0
2815.0,18719.0
2815.0,23787.0
2815.0,7786.0
2815.0,7786.0
2815.0,7786.0
2815.0,7786.0
2815.0,7786.0
2815.0,20558.0
2815.0,20558.0
2815.0,20558.0
2815.0,20558.0
2815.0,20558.0
2815.0,20558.0
2815.0,20558.0
2815.0,4781.0
2815.0,7908.0
2815.0,7908.0
2815.0,7908.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,7901.0
2815.0,7901.0
2815.0,7901.0
2815.0,7901.0
2815.0,4926.0
2815.0,20354.0
2815.0,20354.0
2815.0,20354.0
2815.0,20354.0
2815.0,20354.0
2815.0,20354.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4695.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,4446.0
2815.0,2815.0
2815.0,7901.0
2815.0,7901.0
2815.0,7901.0
2815.0,7901.0
2815.0,7901.0
2815.0,7901.0
2815.0,7901.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,5046.0
2815.0,29636.0
2815.0,29636.0
2815.0,29636.0
2815.0,29636.0
2815.0,29636.0
2815.0,4695.0
2815.0,4736.0
2815.0,4736.0
2815.0,7917.0
2815.0,7917.0
2815.0,7789.0
2815.0,7789.0
2815.0,7789.0
2815.0,7789.0
2815.0,7789.0
2815.0,7789.0
2815.0,7789.0
2815.0,7789.0
2815.0,7789.0
2815.0,7789.0
2815.0,7789.0
2815.0,7789.0
2815.0,7789.0
2815.0,7789.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,7869.0
2815.0,22932.0
2815.0,22932.0
2815.0,22932.0
2815.0,22932.0
2815.0,22932.0
2815.0,22932.0
2815.0,22932.0
2815.0,22932.0
2815.0,22932.0
2815.0,22932.0
2815.0,22932.0
2815.0,22932.0
2815.0,22932.0
2815.0,22932.0
2815.0,22932.0
2815.0,22932.0
2815.0,22932.0
